itemid,categoryid,parentid,available
243085,579,1371.0,0.0
74292,498,506.0,0.0
131374,643,346.0,0.0
12622,1277,312.0,1.0
374670,1338,1278.0,0.0
119424,1483,561.0,0.0
347077,48,500.0,1.0
203582,936,143.0,1.0
377673,1221,1426.0,1.0
178732,1388,1249.0,0.0
64725,1026,351.0,0.0
303433,406,872.0,0.0
220729,1277,312.0,0.0
62451,56,1497.0,0.0
433380,730,1482.0,0.0
308619,1282,25.0,0.0
342623,921,143.0,0.0
393617,342,500.0,0.0
72672,1477,206.0,0.0
123236,209,293.0,1.0
453541,646,1606.0,0.0
340577,921,143.0,0.0
426376,124,104.0,0.0
415600,1114,113.0,1.0
445536,928,20.0,0.0
276846,65,293.0,0.0
318468,48,500.0,0.0
267957,1087,622.0,1.0
177344,956,879.0,1.0
381521,1076,986.0,0.0
17494,1613,250.0,0.0
434958,151,33.0,1.0
202311,1500,1515.0,1.0
84645,1378,322.0,0.0
385130,1421,105.0,0.0
261510,1051,955.0,0.0
175041,579,1371.0,0.0
322328,1035,920.0,1.0
248421,686,594.0,1.0
225533,491,679.0,1.0
352424,1135,1329.0,1.0
63406,1404,593.0,1.0
10656,196,1667.0,0.0
123104,589,1308.0,0.0
429147,997,187.0,0.0
395643,1483,561.0,0.0
451661,959,1095.0,1.0
405223,1312,713.0,1.0
151616,730,1482.0,0.0
453203,158,1621.0,0.0
87562,1639,1181.0,1.0
294259,691,1079.0,0.0
321840,1483,561.0,0.0
341387,959,1095.0,0.0
373004,1303,252.0,1.0
212290,1054,520.0,1.0
171317,624,871.0,1.0
177201,282,113.0,0.0
115642,1124,351.0,0.0
440671,619,145.0,0.0
250593,988,727.0,0.0
423376,1142,485.0,0.0
80337,292,1426.0,1.0
201042,1233,1257.0,0.0
205878,1277,312.0,0.0
49465,196,1667.0,0.0
153024,1429,593.0,1.0
331489,586,1519.0,0.0
335897,1059,1696.0,0.0
36634,1279,1606.0,0.0
102989,1483,561.0,0.0
18116,1,854.0,1.0
428421,1035,920.0,0.0
28397,789,14.0,0.0
297347,1674,1420.0,0.0
401849,844,1458.0,0.0
466421,1026,351.0,0.0
445205,1051,955.0,0.0
100335,1504,587.0,1.0
205222,707,561.0,0.0
395385,1221,1426.0,0.0
190776,1261,25.0,1.0
359769,1694,1621.0,1.0
173021,1051,955.0,0.0
89277,914,226.0,0.0
55430,209,293.0,1.0
231407,739,1181.0,0.0
50988,1404,593.0,0.0
131691,126,871.0,1.0
159793,730,1482.0,0.0
375446,209,293.0,0.0
81887,741,362.0,0.0
215877,225,593.0,1.0
103609,366,143.0,1.0
89335,561,395.0,0.0
305038,126,871.0,1.0
145320,421,1424.0,0.0
337387,624,871.0,1.0
401718,789,14.0,0.0
291376,208,33.0,0.0
401474,1059,1696.0,0.0
181491,1421,105.0,1.0
191346,984,827.0,0.0
138410,926,852.0,0.0
143597,928,20.0,0.0
325129,1338,1278.0,0.0
237267,789,14.0,0.0
145067,921,143.0,0.0
395709,496,893.0,0.0
194215,471,1368.0,0.0
306010,1007,485.0,0.0
40682,366,143.0,1.0
233771,493,1331.0,0.0
112431,599,1499.0,0.0
62066,1167,250.0,0.0
261112,1054,520.0,1.0
403916,1301,1034.0,1.0
24186,238,250.0,0.0
182836,671,1426.0,0.0
149805,126,871.0,0.0
335655,1277,312.0,1.0
183982,1509,620.0,0.0
18168,808,1272.0,1.0
12049,1135,1329.0,1.0
200246,1580,441.0,0.0
428143,984,827.0,0.0
413059,1402,250.0,0.0
37728,518,362.0,0.0
82092,1680,587.0,0.0
314231,237,1550.0,0.0
76838,464,143.0,1.0
359824,1529,805.0,0.0
96674,891,1012.0,1.0
266779,1634,143.0,1.0
72942,635,1229.0,1.0
111506,1509,620.0,0.0
438657,1076,986.0,0.0
241610,342,500.0,0.0
352908,876,580.0,1.0
36233,66,1430.0,0.0
61933,471,1368.0,0.0
80950,914,226.0,1.0
287849,1301,1034.0,0.0
58576,977,871.0,1.0
239788,1172,810.0,0.0
214459,1541,968.0,1.0
184907,1087,622.0,1.0
461008,1197,777.0,0.0
16841,1613,250.0,0.0
330636,1191,61.0,0.0
130292,208,33.0,0.0
411758,1387,933.0,1.0
122664,1652,1368.0,0.0
228502,926,852.0,0.0
432292,1567,1531.0,1.0
262273,806,1497.0,0.0
80804,1051,955.0,0.0
149051,1153,20.0,0.0
171755,1342,362.0,0.0
43496,914,226.0,0.0
350045,1221,1426.0,0.0
153906,1280,605.0,0.0
433366,1120,250.0,0.0
192878,342,500.0,0.0
299049,769,587.0,1.0
280043,1070,1423.0,0.0
302963,1318,986.0,0.0
448245,1231,901.0,0.0
460503,1670,1458.0,0.0
152983,1256,879.0,0.0
90121,646,1606.0,0.0
439666,619,145.0,1.0
412902,1220,125.0,0.0
462074,1421,105.0,1.0
326932,1003,61.0,0.0
26986,1554,1678.0,0.0
41674,1069,362.0,0.0
427056,1196,1181.0,1.0
294237,1387,933.0,0.0
240242,1051,955.0,0.0
127079,295,20.0,0.0
32367,147,714.0,0.0
91380,1318,986.0,0.0
358273,1029,1181.0,0.0
336018,1250,1423.0,1.0
443101,1567,1531.0,1.0
156767,65,293.0,0.0
287350,56,1497.0,0.0
86577,956,879.0,0.0
415284,891,1012.0,1.0
186061,1454,1596.0,0.0
55830,921,143.0,1.0
236785,1402,250.0,0.0
253318,828,293.0,0.0
404556,356,92.0,0.0
162000,984,827.0,0.0
216096,535,426.0,0.0
405272,799,920.0,0.0
296845,122,520.0,0.0
164083,209,293.0,0.0
438882,1007,485.0,0.0
203152,175,1492.0,0.0
45684,1449,1439.0,0.0
215663,390,1546.0,1.0
228510,349,777.0,0.0
261393,1007,485.0,0.0
185514,1613,250.0,0.0
82012,624,871.0,1.0
167193,238,250.0,0.0
415858,209,293.0,0.0
214155,844,1458.0,0.0
409681,1038,1174.0,0.0
242100,769,587.0,0.0
110090,1477,206.0,0.0
77495,228,1482.0,0.0
280850,1483,561.0,0.0
172733,921,143.0,1.0
124608,1417,1329.0,1.0
344721,973,20.0,0.0
251499,979,1383.0,1.0
435163,1474,480.0,0.0
80797,1302,1600.0,1.0
52466,531,1058.0,1.0
113073,656,1125.0,0.0
304500,1584,1562.0,0.0
277403,1250,1423.0,0.0
325666,624,871.0,0.0
197629,1694,1621.0,0.0
419884,227,602.0,1.0
32332,242,1531.0,0.0
235666,1697,623.0,1.0
458290,1355,312.0,0.0
136855,1007,485.0,0.0
144961,1565,1481.0,1.0
42774,1247,593.0,0.0
252135,1639,1181.0,1.0
100385,1616,827.0,0.0
425876,1265,1136.0,1.0
318475,1135,1329.0,0.0
132486,1219,121.0,0.0
99767,1135,1329.0,0.0
7646,1233,1257.0,0.0
153916,1076,986.0,0.0
109137,999,1621.0,0.0
109511,352,859.0,0.0
360556,242,1531.0,1.0
224434,1253,127.0,1.0
28341,1533,602.0,0.0
224437,1205,580.0,0.0
309087,589,1308.0,1.0
60061,403,1687.0,0.0
135443,390,1546.0,0.0
365134,911,1531.0,1.0
412960,1250,1423.0,1.0
273641,1650,1426.0,0.0
268815,342,500.0,0.0
12423,1509,620.0,0.0
124276,1250,1423.0,0.0
151305,860,1515.0,0.0
46478,789,14.0,1.0
402221,84,1308.0,0.0
196734,396,164.0,1.0
357051,1298,335.0,0.0
339033,1343,25.0,0.0
395768,1619,1398.0,0.0
32871,1694,1621.0,0.0
67781,256,1257.0,0.0
65642,1355,312.0,0.0
390376,618,105.0,0.0
105835,959,1095.0,0.0
386861,227,602.0,1.0
15829,1613,250.0,0.0
417356,959,1095.0,0.0
60971,158,1621.0,0.0
218265,242,1531.0,0.0
50106,242,1531.0,1.0
460256,1244,500.0,0.0
454881,427,1313.0,0.0
190421,1613,250.0,0.0
351400,242,1531.0,0.0
387168,942,125.0,0.0
365767,921,143.0,1.0
201544,228,1482.0,0.0
194927,1113,1145.0,0.0
398198,333,1497.0,0.0
229302,228,1482.0,0.0
291591,1421,105.0,1.0
448932,1638,766.0,0.0
255613,4,1266.0,0.0
85037,1646,114.0,0.0
175707,1378,322.0,0.0
129326,730,1482.0,1.0
306384,821,1012.0,0.0
431957,1051,955.0,0.0
109330,1578,1249.0,0.0
405845,491,679.0,0.0
245828,959,1095.0,0.0
447704,1018,1331.0,1.0
342052,1069,362.0,0.0
384512,1663,1398.0,0.0
171057,1387,933.0,1.0
427428,691,1079.0,0.0
463637,1554,1678.0,0.0
266389,1051,955.0,0.0
331873,1503,580.0,1.0
267588,1578,1249.0,0.0
160068,1113,1145.0,1.0
66856,1404,593.0,1.0
174425,324,1145.0,1.0
54315,1639,1181.0,1.0
432693,1477,206.0,0.0
375672,1629,250.0,0.0
221162,242,1531.0,0.0
367422,1404,593.0,0.0
211084,126,871.0,1.0
139588,1221,1426.0,0.0
298914,924,1416.0,0.0
286289,405,351.0,1.0
242819,959,1095.0,1.0
80953,911,1531.0,1.0
359030,417,1215.0,1.0
176437,1007,485.0,0.0
30784,342,500.0,0.0
113783,967,378.0,0.0
277325,1221,1426.0,0.0
147993,1598,229.0,0.0
198570,1483,561.0,0.0
37084,371,1482.0,0.0
341726,1493,594.0,0.0
338633,175,1492.0,1.0
134214,792,805.0,0.0
199076,619,145.0,0.0
217642,1098,897.0,1.0
347711,217,908.0,0.0
201657,1007,485.0,0.0
449737,1578,1249.0,0.0
114724,224,1487.0,0.0
140015,1120,250.0,0.0
406550,1,854.0,1.0
402500,416,1299.0,0.0
63009,863,194.0,0.0
262925,342,500.0,0.0
272667,209,293.0,0.0
283282,881,1012.0,0.0
427238,1483,561.0,0.0
29784,1301,1034.0,0.0
87949,1605,1531.0,0.0
281119,558,92.0,0.0
35459,242,1531.0,1.0
197051,65,293.0,1.0
70191,1680,587.0,1.0
434129,1264,1687.0,0.0
289476,1511,409.0,0.0
289289,58,766.0,0.0
407741,637,92.0,1.0
243767,1135,1329.0,0.0
353146,1675,1550.0,0.0
270860,1120,250.0,0.0
219783,617,131.0,0.0
465489,984,827.0,0.0
35262,769,587.0,1.0
21041,1253,127.0,0.0
145392,741,362.0,0.0
283169,1674,1420.0,1.0
101794,1040,1516.0,1.0
66903,1616,827.0,0.0
135660,65,293.0,0.0
46420,196,1667.0,0.0
185502,936,143.0,0.0
197880,1261,25.0,0.0
138087,1301,1034.0,0.0
119654,1007,485.0,0.0
290098,959,1095.0,0.0
316963,1142,485.0,0.0
133154,561,395.0,0.0
441437,1043,226.0,0.0
232143,959,1095.0,0.0
350472,126,871.0,1.0
185117,1228,121.0,1.0
42330,789,14.0,0.0
335066,417,1215.0,0.0
247750,804,187.0,0.0
919,730,1482.0,1.0
22888,56,1497.0,0.0
349380,769,587.0,1.0
176877,876,580.0,0.0
94745,1179,580.0,0.0
333435,1196,1181.0,0.0
136266,1554,1678.0,1.0
159313,1388,1249.0,0.0
91548,858,1426.0,0.0
235876,342,500.0,0.0
121014,691,1079.0,0.0
160449,1192,955.0,0.0
331156,979,1383.0,0.0
416079,1167,250.0,0.0
169403,628,149.0,1.0
112109,619,145.0,1.0
408101,984,827.0,0.0
248419,1163,561.0,1.0
346131,545,143.0,1.0
224120,624,871.0,1.0
238127,494,768.0,0.0
237644,1059,1696.0,0.0
265169,1221,1426.0,0.0
438212,491,679.0,0.0
396659,1421,105.0,0.0
282827,1666,1684.0,1.0
126276,117,1492.0,0.0
20639,598,362.0,0.0
15828,126,871.0,0.0
93607,195,1079.0,0.0
314728,575,1257.0,0.0
232726,1269,1495.0,0.0
320018,984,827.0,0.0
101874,1241,101.0,0.0
76710,225,593.0,0.0
291782,1248,1368.0,0.0
313879,911,1531.0,0.0
61406,106,381.0,0.0
137532,224,1487.0,0.0
401548,1172,810.0,0.0
455699,209,293.0,1.0
186250,177,768.0,0.0
456353,635,1229.0,0.0
447789,1117,14.0,0.0
214327,959,1095.0,0.0
287672,342,500.0,0.0
356135,1663,1398.0,1.0
331250,1163,561.0,1.0
208523,1167,250.0,0.0
220939,1098,897.0,0.0
310169,516,1031.0,0.0
342804,120,897.0,1.0
48948,342,500.0,1.0
215072,691,1079.0,0.0
409918,1503,580.0,0.0
193421,1051,955.0,0.0
174842,342,500.0,0.0
437261,1007,485.0,0.0
79942,646,1606.0,0.0
317986,550,1139.0,0.0
304103,646,1606.0,0.0
185678,1468,1136.0,0.0
291718,1493,594.0,0.0
147500,1276,441.0,1.0
359061,1255,587.0,1.0
277713,1477,206.0,0.0
266530,242,1531.0,0.0
362391,697,418.0,0.0
276483,151,33.0,1.0
416999,860,1515.0,0.0
335085,589,1308.0,0.0
152442,1163,561.0,0.0
195338,1421,105.0,1.0
319692,1070,1423.0,1.0
80468,354,1009.0,0.0
184779,1118,727.0,0.0
443279,1605,1531.0,0.0
107847,1228,121.0,0.0
369679,1694,1621.0,0.0
76553,973,20.0,0.0
399428,173,788.0,0.0
376918,1674,1420.0,0.0
168398,572,1066.0,0.0
349432,719,908.0,1.0
78279,366,143.0,1.0
193115,1645,1534.0,0.0
120504,633,568.0,0.0
223616,844,1458.0,1.0
358277,1578,1249.0,0.0
214231,806,1497.0,0.0
188957,507,1546.0,0.0
379562,1650,1426.0,0.0
259782,546,250.0,0.0
254297,1049,1606.0,1.0
61496,1119,125.0,1.0
308240,256,1257.0,0.0
402039,1613,250.0,0.0
321346,739,1181.0,0.0
13996,1305,1214.0,1.0
303049,828,293.0,0.0
462010,242,1531.0,0.0
436630,7,250.0,0.0
87035,327,92.0,1.0
277021,86,937.0,0.0
344256,48,500.0,0.0
374146,806,1497.0,1.0
398858,1026,351.0,1.0
331932,1172,810.0,0.0
299905,1375,805.0,0.0
185364,289,1416.0,0.0
438693,739,1181.0,0.0
121175,1392,1041.0,0.0
277314,209,293.0,0.0
275115,1694,1621.0,0.0
83790,320,854.0,1.0
229263,730,1482.0,1.0
149629,332,1667.0,0.0
324614,50,312.0,0.0
195290,242,1531.0,0.0
333472,789,14.0,0.0
27369,769,587.0,0.0
23717,730,1482.0,0.0
408726,730,1482.0,0.0
163687,1477,206.0,0.0
417227,1298,335.0,0.0
203270,434,968.0,1.0
332966,1483,561.0,0.0
11423,342,500.0,0.0
376632,1300,127.0,0.0
57047,844,1458.0,1.0
173970,1462,893.0,0.0
357457,799,920.0,0.0
285286,769,587.0,1.0
167027,988,727.0,0.0
326796,671,1426.0,1.0
71886,806,1497.0,0.0
210109,619,145.0,0.0
393359,1228,121.0,0.0
269954,685,908.0,0.0
448391,225,593.0,1.0
310652,1646,114.0,1.0
365171,196,1667.0,0.0
458564,1244,500.0,0.0
414398,951,825.0,1.0
284065,1533,602.0,0.0
265758,1040,1516.0,0.0
350407,330,986.0,0.0
126581,446,593.0,1.0
375779,1244,500.0,0.0
3788,1248,1368.0,1.0
76372,498,506.0,0.0
128939,646,1606.0,0.0
454944,1581,854.0,1.0
334996,598,362.0,0.0
140949,741,362.0,0.0
54532,1694,1621.0,0.0
379791,173,788.0,1.0
83322,209,293.0,0.0
296713,1262,1658.0,0.0
80500,225,593.0,0.0
414335,1103,1368.0,0.0
303812,691,1079.0,0.0
304069,1474,480.0,0.0
232959,64,206.0,0.0
447740,407,207.0,1.0
301795,1255,587.0,0.0
67596,1471,339.0,1.0
339438,429,113.0,0.0
193560,487,1141.0,1.0
103674,691,1079.0,0.0
454332,1,854.0,0.0
397824,493,1331.0,0.0
203592,988,727.0,0.0
195092,1147,1027.0,1.0
423024,1523,265.0,0.0
10411,730,1482.0,0.0
304096,1147,1027.0,0.0
459811,589,1308.0,0.0
243785,769,587.0,0.0
197131,217,908.0,0.0
419671,209,293.0,0.0
351507,1250,1423.0,1.0
131641,1070,1423.0,0.0
324039,959,1095.0,0.0
298421,1002,879.0,0.0
433953,1409,1174.0,0.0
451337,239,1515.0,0.0
312380,1147,1027.0,0.0
374491,1286,854.0,0.0
232941,1220,125.0,0.0
278541,1279,1606.0,0.0
88132,417,1215.0,1.0
234464,531,1058.0,0.0
30123,1196,1181.0,1.0
152842,959,1095.0,0.0
7767,1167,250.0,1.0
197076,126,871.0,1.0
241778,642,250.0,0.0
64031,565,500.0,0.0
65191,637,92.0,1.0
318743,434,968.0,0.0
314430,1625,1141.0,0.0
434366,317,314.0,0.0
65884,1447,351.0,0.0
80991,586,1519.0,0.0
99014,1054,520.0,1.0
237088,1542,745.0,0.0
22693,1503,580.0,0.0
270992,1567,1531.0,1.0
191983,531,1058.0,0.0
329466,239,1515.0,1.0
441411,741,362.0,0.0
285163,741,362.0,0.0
396806,959,1095.0,0.0
266568,769,587.0,1.0
234482,646,1606.0,0.0
79595,1233,1257.0,1.0
223905,295,20.0,0.0
382212,1674,1420.0,0.0
218613,546,250.0,0.0
381771,1280,605.0,1.0
566,1542,745.0,0.0
134235,491,679.0,0.0
302171,799,920.0,1.0
289504,1589,1426.0,1.0
29609,1258,1386.0,0.0
292124,374,131.0,1.0
5227,1483,561.0,0.0
427737,967,378.0,0.0
239979,1343,25.0,0.0
402159,331,1487.0,1.0
297784,1638,766.0,0.0
448020,1173,805.0,1.0
311911,209,293.0,0.0
329873,1605,1531.0,1.0
305042,1196,1181.0,0.0
162878,1680,587.0,1.0
146319,1091,573.0,0.0
44920,769,587.0,0.0
400139,1159,71.0,0.0
130150,769,587.0,1.0
6051,656,1125.0,0.0
35615,779,1669.0,0.0
241485,844,1458.0,0.0
374049,1403,440.0,1.0
243695,1480,1398.0,0.0
112467,1277,312.0,1.0
395265,1503,580.0,1.0
115521,371,1482.0,0.0
222156,196,1667.0,0.0
109446,646,1606.0,0.0
116165,1561,250.0,1.0
181095,924,1416.0,0.0
376045,844,1458.0,1.0
242307,1233,1257.0,0.0
377526,324,1145.0,0.0
220748,1219,121.0,0.0
337645,924,1416.0,0.0
119850,65,293.0,0.0
457759,575,1257.0,0.0
313383,330,986.0,1.0
340401,1680,587.0,0.0
421564,523,593.0,0.0
395955,844,1458.0,0.0
10765,1385,1202.0,0.0
76781,295,20.0,0.0
437582,927,605.0,0.0
332309,1188,1497.0,0.0
409060,479,520.0,1.0
300578,535,426.0,0.0
411573,610,1239.0,0.0
435345,1098,897.0,0.0
88201,1613,250.0,0.0
184016,324,1145.0,0.0
388252,1248,1368.0,0.0
449062,1511,409.0,0.0
286031,1344,713.0,0.0
440201,242,1531.0,0.0
463054,1385,1202.0,1.0
188348,618,105.0,1.0
367026,414,206.0,0.0
454413,999,1621.0,0.0
465660,565,500.0,0.0
83787,494,768.0,0.0
190289,1282,25.0,0.0
403429,166,1259.0,0.0
420713,1432,362.0,0.0
64146,324,1145.0,0.0
33648,959,1095.0,0.0
376308,1205,580.0,0.0
107453,1298,335.0,0.0
73063,1120,250.0,0.0
382643,1477,206.0,0.0
465619,342,500.0,0.0
381187,860,1515.0,1.0
257346,1322,252.0,0.0
367868,272,1687.0,0.0
341514,227,602.0,0.0
168965,546,250.0,0.0
234431,1441,1566.0,1.0
102150,429,113.0,0.0
158877,1216,859.0,1.0
298226,499,986.0,0.0
258033,330,986.0,0.0
376798,624,871.0,0.0
50858,1007,485.0,0.0
35030,491,679.0,0.0
354589,1680,587.0,1.0
439777,1250,1423.0,1.0
143261,1221,1426.0,0.0
311722,746,1200.0,0.0
79252,279,777.0,0.0
17398,390,1546.0,1.0
400359,366,143.0,0.0
112867,1035,920.0,0.0
408833,858,1426.0,0.0
142881,1639,1181.0,1.0
4128,1114,113.0,1.0
372623,739,1181.0,0.0
99351,1250,1423.0,0.0
204915,523,593.0,0.0
436449,1277,312.0,1.0
435214,1417,1329.0,0.0
80774,209,293.0,0.0
394037,1205,580.0,0.0
137641,1375,805.0,0.0
142364,1670,1458.0,0.0
192795,1277,312.0,1.0
382645,1349,121.0,0.0
451465,217,908.0,0.0
222012,628,149.0,1.0
458129,342,500.0,0.0
152400,782,1562.0,0.0
121640,535,426.0,0.0
264342,969,1141.0,0.0
50280,224,1487.0,0.0
69462,158,1621.0,0.0
38885,1322,252.0,0.0
346709,984,827.0,0.0
38710,806,1497.0,0.0
233286,1573,14.0,0.0
384734,464,143.0,1.0
460250,842,1518.0,1.0
25487,1196,1181.0,0.0
145222,1135,1329.0,0.0
143828,1303,252.0,0.0
276763,1301,1034.0,0.0
354318,1256,879.0,0.0
181138,531,1058.0,0.0
270849,173,788.0,1.0
339095,1613,250.0,0.0
394813,1171,938.0,0.0
87597,324,1145.0,0.0
310460,959,1095.0,0.0
209440,1343,25.0,0.0
128326,535,426.0,1.0
348773,251,194.0,0.0
268759,1277,312.0,0.0
395858,342,500.0,0.0
415901,1338,1278.0,0.0
454999,1228,121.0,1.0
2571,324,1145.0,0.0
157371,74,250.0,0.0
380401,545,143.0,1.0
45682,1188,1497.0,0.0
146083,1049,1606.0,0.0
413979,227,602.0,0.0
297042,130,145.0,0.0
127620,1022,252.0,1.0
60873,242,1531.0,0.0
69577,926,852.0,0.0
223543,43,945.0,1.0
440990,48,500.0,1.0
220362,1483,561.0,0.0
103600,1265,1136.0,0.0
223804,546,250.0,0.0
55734,1441,1566.0,1.0
29727,227,602.0,1.0
342424,1378,322.0,1.0
137579,1147,1027.0,1.0
429097,1627,827.0,0.0
26529,959,1095.0,0.0
443809,599,1499.0,0.0
141671,1509,620.0,0.0
342708,707,561.0,0.0
164744,1126,905.0,0.0
389936,342,500.0,0.0
246182,546,250.0,0.0
377028,839,33.0,1.0
128238,331,1487.0,1.0
400231,1483,561.0,0.0
333101,342,500.0,0.0
344058,208,33.0,0.0
27167,927,605.0,0.0
253117,437,92.0,1.0
384395,1233,1257.0,0.0
289387,1318,986.0,0.0
450533,828,293.0,1.0
195659,1051,955.0,0.0
301001,730,1482.0,0.0
246807,959,1095.0,0.0
369445,635,1229.0,1.0
364195,48,500.0,0.0
172515,436,1518.0,0.0
74748,503,1604.0,0.0
385431,1616,827.0,0.0
27800,1248,1368.0,1.0
307716,1191,61.0,0.0
82468,1119,125.0,0.0
353440,1663,1398.0,0.0
251705,988,727.0,0.0
419323,924,1416.0,0.0
349045,1509,620.0,0.0
440411,1378,322.0,0.0
198089,1192,955.0,0.0
36214,683,1606.0,0.0
143742,1358,1009.0,0.0
361666,568,384.0,0.0
260036,1017,605.0,0.0
56444,1029,1181.0,0.0
397011,1173,805.0,0.0
68243,1584,1562.0,0.0
94606,196,1667.0,0.0
115667,65,293.0,0.0
343081,1511,409.0,0.0
253840,1301,1034.0,0.0
321431,1317,897.0,0.0
313826,1172,810.0,0.0
257395,333,1497.0,0.0
309836,1070,1423.0,1.0
363760,1103,1368.0,1.0
410069,1542,745.0,0.0
347081,1578,1249.0,0.0
326699,739,1181.0,0.0
331459,1261,25.0,1.0
167625,1441,1566.0,1.0
282250,707,561.0,0.0
352289,911,1531.0,0.0
225894,686,594.0,0.0
20582,84,1308.0,1.0
457128,691,1079.0,0.0
248253,660,586.0,0.0
189579,1223,1651.0,0.0
208823,1504,587.0,1.0
315023,1634,143.0,0.0
41001,697,418.0,0.0
325389,535,426.0,0.0
235678,1273,125.0,1.0
160090,1051,955.0,0.0
62845,1135,1329.0,1.0
187197,333,1497.0,0.0
85220,1578,1249.0,1.0
31988,799,920.0,0.0
316334,1051,955.0,1.0
305670,1421,105.0,0.0
455155,646,1606.0,0.0
110008,739,1181.0,0.0
310164,769,587.0,0.0
113304,196,1667.0,0.0
247306,1605,1531.0,1.0
361310,151,33.0,0.0
230057,1061,1259.0,0.0
328131,130,145.0,1.0
254731,1483,561.0,1.0
127115,628,149.0,0.0
25879,833,901.0,0.0
84629,624,871.0,1.0
137871,1248,1368.0,0.0
224932,126,871.0,1.0
464108,1026,351.0,0.0
75631,1584,1562.0,0.0
99341,1511,409.0,0.0
119007,267,1566.0,1.0
134753,730,1482.0,0.0
202565,1421,105.0,1.0
242370,429,113.0,0.0
317230,618,105.0,1.0
52523,1167,250.0,0.0
89037,342,500.0,0.0
330853,1690,593.0,1.0
425821,1393,1383.0,0.0
427436,84,1308.0,0.0
419638,1404,593.0,0.0
276249,1301,1034.0,0.0
434579,1147,1027.0,0.0
383932,126,871.0,1.0
49175,173,788.0,0.0
137985,1542,745.0,0.0
114538,1611,1081.0,1.0
419091,914,226.0,1.0
241594,242,1531.0,0.0
450755,619,145.0,0.0
175947,1051,955.0,0.0
104021,1404,593.0,0.0
186802,342,500.0,0.0
442687,660,586.0,0.0
268572,1483,561.0,1.0
331255,282,113.0,0.0
252287,828,293.0,0.0
26748,50,312.0,0.0
165470,799,920.0,0.0
362008,1221,1426.0,0.0
361779,1248,1368.0,0.0
435648,1694,1621.0,0.0
90562,374,131.0,0.0
165819,196,1667.0,0.0
150314,959,1095.0,0.0
103412,282,113.0,1.0
70272,64,206.0,0.0
251379,686,594.0,0.0
285111,598,362.0,0.0
82875,261,1229.0,1.0
260894,459,1330.0,1.0
403947,691,1079.0,0.0
345066,84,1308.0,0.0
333202,1006,1546.0,1.0
396428,656,1125.0,0.0
392009,1070,1423.0,1.0
416735,1474,480.0,0.0
141774,1017,605.0,0.0
109739,1623,1066.0,0.0
178527,508,362.0,0.0
374893,227,602.0,1.0
224967,1142,485.0,0.0
6670,242,1531.0,0.0
39917,1221,1426.0,0.0
422223,1006,1546.0,1.0
301793,1402,250.0,0.0
263329,1434,1136.0,0.0
100812,64,206.0,0.0
88401,1301,1034.0,0.0
199626,730,1482.0,0.0
115001,368,901.0,0.0
46662,1061,1259.0,0.0
361753,1286,854.0,1.0
350105,921,143.0,1.0
316090,84,1308.0,0.0
242820,1188,1497.0,0.0
261404,1333,127.0,0.0
279643,546,250.0,0.0
267742,84,1308.0,0.0
193531,914,226.0,1.0
171716,686,594.0,1.0
283338,1120,250.0,0.0
293913,926,852.0,0.0
168893,218,116.0,0.0
227565,195,1079.0,0.0
35141,35,20.0,0.0
82768,394,1041.0,0.0
316376,65,293.0,0.0
47611,1639,1181.0,1.0
466728,697,418.0,0.0
284218,74,250.0,1.0
228514,546,250.0,0.0
155141,491,679.0,0.0
168100,1561,250.0,1.0
314772,34,1368.0,0.0
25266,1135,1329.0,0.0
341645,610,1239.0,1.0
272957,342,500.0,0.0
236700,1237,623.0,0.0
157759,1059,1696.0,0.0
304679,549,781.0,0.0
308506,1255,587.0,1.0
312118,224,1487.0,0.0
268261,936,143.0,0.0
145286,111,362.0,0.0
137446,126,871.0,1.0
379836,1663,1398.0,1.0
383086,249,164.0,1.0
332536,1663,1398.0,1.0
107309,1250,1423.0,0.0
36805,546,250.0,0.0
33265,1404,593.0,0.0
372803,1250,1423.0,0.0
277032,1613,250.0,0.0
433110,1404,593.0,0.0
2584,1483,561.0,0.0
86348,1542,745.0,0.0
424158,51,955.0,0.0
274247,1580,441.0,0.0
303238,769,587.0,1.0
277280,324,1145.0,1.0
258037,746,1200.0,0.0
87822,1639,1181.0,0.0
102276,84,1308.0,1.0
444726,1120,250.0,0.0
94406,624,871.0,1.0
64460,769,587.0,0.0
180918,48,500.0,1.0
304158,1221,1426.0,0.0
314178,1603,520.0,1.0
329785,1483,561.0,0.0
161406,269,33.0,1.0
279430,342,500.0,0.0
436215,769,587.0,1.0
303914,1256,879.0,1.0
352817,360,1174.0,0.0
339073,295,20.0,0.0
169680,516,1031.0,0.0
179013,1542,745.0,1.0
149909,1373,872.0,1.0
103857,1694,1621.0,0.0
307175,906,1687.0,0.0
195550,1375,805.0,0.0
422853,1022,252.0,0.0
102954,1286,854.0,0.0
263141,333,1497.0,0.0
220575,1447,351.0,0.0
22768,1468,1136.0,0.0
364629,249,164.0,0.0
174954,491,679.0,0.0
376297,243,418.0,0.0
98124,959,1095.0,0.0
414429,576,1034.0,0.0
95643,371,1482.0,0.0
270659,959,1095.0,0.0
321677,799,920.0,1.0
189179,1437,945.0,0.0
452636,1474,480.0,0.0
322592,256,1257.0,0.0
405202,1172,810.0,0.0
393438,356,92.0,0.0
401292,988,727.0,1.0
315667,1255,587.0,1.0
15086,1135,1329.0,1.0
37782,1680,587.0,1.0
